"PWS ID","PWS Name","EPA Region","Primacy Agency","PWS Type","Primacy Type","Primary Source","Activity Status","Deactivation Date","Population Served Count","Rule Name","Violation Code","Violation Type","Violation Category Code","Is Health Based","Contaminant Name","Compliance Period Begin Date","Compliance Period End Date","Compliance Status","RTC Date","Enforcement Action Type Code","Enforcement Action Description","Is Major Violation","Severity Indicator Count","Public Notification Tier","Violation First Reported Date"
"VT0005194","CRAFTSBURY FIRE DISTRICT 2","Region 1","Vermont","Community water system","State","Ground water","Active","-","420","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2006","-","Returned to Compliance","12-MAR-2014","SOX","State Compliance achieved","-","-","3","12-FEB-2007"
"VT0005127","SHELDON WATER SYSTEM","Region 1","Vermont","Community water system","State","Ground water","Active","-","480","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2006","-","Returned to Compliance","17-MAR-2011","SOX","State Compliance achieved","-","-","3","12-FEB-2007"
"VT0005205","NORTH TROY WATER SYSTEM","Region 1","Vermont","Community water system","State","Ground water","Active","-","860","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2006","-","Returned to Compliance","26-APR-2011","SOX","State Compliance achieved","-","-","3","12-FEB-2007"
"VT0006719","MARLBORO ELEMENTARY SCHOOL","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","109","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2006","-","Returned to Compliance","16-MAR-2011","SOX","State Compliance achieved","-","-","3","11-MAY-2007"
"VT0005012","WHITING WATER CORP","Region 1","Vermont","Community water system","State","Ground water","Active","-","61","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2006","-","Returned to Compliance","31-AUG-2007","SOX","State Compliance achieved","-","-","3","12-FEB-2007"
"VT0005024","BROMLEY WATER COMPANY","Region 1","Vermont","Community water system","State","Ground water","Active","-","4,300","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2006","-","Returned to Compliance","26-APR-2011","SOX","State Compliance achieved","-","-","3","12-FEB-2007"
"VT0006730","BENSON VILLAGE SCHOOL","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","130","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2006","-","Returned to Compliance","16-MAR-2011","SOX","State Compliance achieved","-","-","3","12-FEB-2007"
"VT0005112","LUNENBURG FIRE DISTRICT 1","Region 1","Vermont","Community water system","State","Ground water","Active","-","250","Lead and Copper Rule","57","OCCT/SOWT Study/Recommendation","TT","Y","Lead and Copper Rule","01-OCT-2006","-","Returned to Compliance","04-NOV-2010","SOX","State Compliance achieved","-","-","2","14-AUG-2007"
"VT0020842","HILAND HALL SCHOOL","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","30","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2006","-","Returned to Compliance","17-MAR-2011","SOX","State Compliance achieved","-","-","3","12-FEB-2007"
"VT0020908","ADDISON COUNTY HOME HEALTH AND HOSPICE","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","115","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2006","-","Returned to Compliance","31-DEC-2010","SOX","State Compliance achieved","-","-","3","12-FEB-2007"
"VT0005255","BERLIN WATER","Region 1","Vermont","Community water system","State","Ground water","Active","-","139","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2006","-","Returned to Compliance","26-APR-2011","SOX","State Compliance achieved","-","-","3","12-FEB-2007"
"VT0020610","SALISBURY SCHOOL","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","125","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2006","-","Returned to Compliance","17-MAR-2011","SOX","State Compliance achieved","-","-","3","12-FEB-2007"
"VT0020848","WOLCOTT SCHOOL STREET CENTER","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Inactive","22-JAN-2007","45","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2006","-","System Inactive","22-JAN-2007","SO0","State no longer subject to Rule","-","-","3","12-FEB-2007"
"VT0005331","ROYALTON TERRACE","Region 1","Vermont","Community water system","State","Ground water","Active","-","60","Lead and Copper Rule","57","OCCT/SOWT Study/Recommendation","TT","Y","Lead and Copper Rule","22-AUG-2006","-","Returned to Compliance","22-MAY-2007","SOX","State Compliance achieved","-","-","2","14-AUG-2007"
"VT0020838","DEERFIELD VALLEY HEALTH CENTER","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","85","Lead and Copper Rule","65","Public Education","TT","Y","Lead and Copper Rule","22-AUG-2006","-","Returned to Compliance","03-FEB-2011","SOX","State Compliance achieved","-","-","2","11-MAY-2007"
"VT0005237","GRANDVIEW ACRES WATER COOP","Region 1","Vermont","Community water system","State","Ground water","Active","-","102","Lead and Copper Rule","57","OCCT/SOWT Study/Recommendation","TT","Y","Lead and Copper Rule","22-AUG-2006","-","Returned to Compliance","03-FEB-2011","SOX","State Compliance achieved","-","-","2","14-AUG-2007"
"VT0005578","BEARS CROSSING WATER SYSTEM","Region 1","Vermont","Community water system","State","Ground water","Active","-","333","Lead and Copper Rule","56","Initial, Follow-up, or Routine Source Water M/R","MR","N","Lead and Copper Rule","22-AUG-2006","-","Returned to Compliance","03-FEB-2011","SOX","State Compliance achieved","-","-","3","14-AUG-2007"
"VT0005578","BEARS CROSSING WATER SYSTEM","Region 1","Vermont","Community water system","State","Ground water","Active","-","333","Lead and Copper Rule","57","OCCT/SOWT Study/Recommendation","TT","Y","Lead and Copper Rule","22-AUG-2006","-","Returned to Compliance","22-MAY-2013","SOX","State Compliance achieved","-","-","2","14-AUG-2007"
"VT0020838","DEERFIELD VALLEY HEALTH CENTER","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","85","Lead and Copper Rule","57","OCCT/SOWT Study/Recommendation","TT","Y","Lead and Copper Rule","22-AUG-2006","-","Returned to Compliance","13-JUN-2013","SOX","State Compliance achieved","-","-","2","14-AUG-2007"
"VT0005603","WINTERGREEN AT KILLINGTON","Region 1","Vermont","Community water system","State","Ground water","Active","-","50","Lead and Copper Rule","56","Initial, Follow-up, or Routine Source Water M/R","MR","N","Lead and Copper Rule","31-JUL-2006","-","Returned to Compliance","03-FEB-2011","SOX","State Compliance achieved","-","-","3","14-AUG-2007"
"VT0005603","WINTERGREEN AT KILLINGTON","Region 1","Vermont","Community water system","State","Ground water","Active","-","50","Lead and Copper Rule","57","OCCT/SOWT Study/Recommendation","TT","Y","Lead and Copper Rule","31-JUL-2006","-","Returned to Compliance","13-JUN-2013","SOX","State Compliance achieved","-","-","2","14-AUG-2007"
"VT0005237","GRANDVIEW ACRES WATER COOP","Region 1","Vermont","Community water system","State","Ground water","Active","-","102","Lead and Copper Rule","56","Initial, Follow-up, or Routine Source Water M/R","MR","N","Lead and Copper Rule","22-JUL-2006","-","Returned to Compliance","10-JAN-2011","SOX","State Compliance achieved","-","-","3","14-AUG-2007"
"VT0005331","ROYALTON TERRACE","Region 1","Vermont","Community water system","State","Ground water","Active","-","60","Lead and Copper Rule","56","Initial, Follow-up, or Routine Source Water M/R","MR","N","Lead and Copper Rule","22-JUL-2006","-","Returned to Compliance","03-FEB-2011","SOX","State Compliance achieved","-","-","3","14-AUG-2007"
"VT0020838","DEERFIELD VALLEY HEALTH CENTER","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","85","Lead and Copper Rule","56","Initial, Follow-up, or Routine Source Water M/R","MR","N","Lead and Copper Rule","22-JUL-2006","-","Returned to Compliance","03-FEB-2011","SOX","State Compliance achieved","-","-","3","14-AUG-2007"
"VT0005085","LARNED WATER SYSTEM","Region 1","Vermont","Community water system","State","Ground water","Inactive","05-MAY-2011","155","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JUL-2006","-","System Inactive","05-MAY-2011","SO0","State no longer subject to Rule","-","-","3","08-NOV-2006"
"VT0020999","DELTA INDUSTRIES LLC","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","120","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JUL-2006","-","Returned to Compliance","17-MAR-2011","SOX","State Compliance achieved","-","-","3","08-NOV-2006"
"VT0021053","MEADOWS - GABLES I WATER SYSTEM","Region 1","Vermont","Community water system","State","Surface water purchased","Active","-","125","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JUL-2006","-","Returned to Compliance","29-JUL-2010","SOX","State Compliance achieved","-","-","3","08-NOV-2006"
"VT0005182","UNION WATER CO","Region 1","Vermont","Community water system","State","Ground water","Active","-","61","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JUL-2006","-","Returned to Compliance","26-APR-2011","SOX","State Compliance achieved","-","-","3","08-NOV-2006"
"VT0005629","WINHALL ACRES","Region 1","Vermont","Community water system","State","Ground water","Active","-","84","Lead and Copper Rule","57","OCCT/SOWT Study/Recommendation","TT","Y","Lead and Copper Rule","01-JUL-2006","-","Returned to Compliance","03-FEB-2011","SOX","State Compliance achieved","-","-","2","14-AUG-2007"
"VT0020951","POMPANOOSUC MILLS","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","120","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JUL-2006","-","Returned to Compliance","09-FEB-2011","SOX","State Compliance achieved","-","-","3","08-NOV-2006"
"VT0020934","PUTNEY WATER SYSTEM","Region 1","Vermont","Community water system","State","Ground water","Active","-","1,300","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JUL-2006","-","Returned to Compliance","26-APR-2011","SOX","State Compliance achieved","-","-","3","08-NOV-2006"
"VT0020934","PUTNEY WATER SYSTEM","Region 1","Vermont","Community water system","State","Ground water","Active","-","1,300","Lead and Copper Rule","53","Water Quality Parameter M/R","MR","N","Lead and Copper Rule","01-JUL-2006","31-DEC-2006","Returned to Compliance","24-NOV-2009","SOX","State Compliance achieved","-","-","3","14-AUG-2007"
"VT0020913","NORTH BRANCH SCHOOL","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","31","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JUL-2006","-","Returned to Compliance","26-APR-2011","SOX","State Compliance achieved","-","-","3","08-NOV-2006"
"VT0020363","SHAWS WAITSFIELD","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Inactive","01-JAN-2013","75","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JUL-2006","-","Returned to Compliance","17-MAR-2011","SOX","State Compliance achieved","-","-","3","08-NOV-2006"
"VT0021051","HERITAGE HILL ASSOCIATION","Region 1","Vermont","Community water system","State","Surface water purchased","Active","-","102","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JUL-2006","-","Returned to Compliance","23-MAR-2010","SOX","State Compliance achieved","-","-","3","08-NOV-2006"
"VT0021052","GABLES (THE)","Region 1","Vermont","Community water system","State","Surface water purchased","Changed from public to non-public","18-APR-2017","80","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JUL-2006","-","Returned to Compliance","27-SEP-2010","SOX","State Compliance achieved","-","-","3","08-NOV-2006"
"VT0021044","FORBES WATER SYSTEM","Region 1","Vermont","Community water system","State","Ground water","Inactive","15-MAY-2009","34","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JUL-2006","-","System Inactive","15-MAY-2009","SO0","State no longer subject to Rule","-","-","3","08-NOV-2006"
"VT0020991","ALLEN POINT WATER SYSTEM","Region 1","Vermont","Community water system","State","Surface water purchased","Inactive","12-MAR-2009","33","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JUL-2006","-","System Inactive","12-MAR-2009","SO0","State no longer subject to Rule","-","-","3","08-NOV-2006"
"VT0020905","CAMBRIDGE CHILDRENS SCHOOL","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Inactive","11-JUN-2010","44","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JUL-2006","-","System Inactive","11-JUN-2010","SO0","State no longer subject to Rule","-","-","3","08-NOV-2006"
"VT0005331","ROYALTON TERRACE","Region 1","Vermont","Community water system","State","Ground water","Active","-","60","Lead and Copper Rule","65","Public Education","TT","Y","Lead and Copper Rule","22-JUN-2006","-","Returned to Compliance","18-SEP-2008","SOX","State Compliance achieved","-","-","2","11-MAY-2007"
"VT0020934","PUTNEY WATER SYSTEM","Region 1","Vermont","Community water system","State","Ground water","Active","-","1,300","Lead and Copper Rule","58","OCCT/SOWT Treatment Installation/Demonstration","TT","Y","Lead and Copper Rule","14-MAY-2006","-","Returned to Compliance","24-NOV-2009","SOX","State Compliance achieved","-","-","2","14-AUG-2007"
"VT0020351","BD PRESS INC","Region 1","Vermont","Transient non-community system","State","Ground water","Active","-","72","Lead and Copper Rule","56","Initial, Follow-up, or Routine Source Water M/R","MR","N","Lead and Copper Rule","01-APR-2006","-","Returned to Compliance","25-JAN-2010","SO0","State no longer subject to Rule","-","-","3","14-AUG-2007"
"VT0005070","HINESBURG WATER DEPT","Region 1","Vermont","Community water system","State","Ground water","Active","-","2,800","Lead and Copper Rule","56","Initial, Follow-up, or Routine Source Water M/R","MR","N","Lead and Copper Rule","01-APR-2006","-","Returned to Compliance","02-JUL-2007","SOX","State Compliance achieved","-","-","3","14-AUG-2007"
"VT0005070","HINESBURG WATER DEPT","Region 1","Vermont","Community water system","State","Ground water","Active","-","2,800","Lead and Copper Rule","57","OCCT/SOWT Study/Recommendation","TT","Y","Lead and Copper Rule","01-APR-2006","-","Returned to Compliance","02-JUL-2007","SOX","State Compliance achieved","-","-","2","14-AUG-2007"
"VT0020456","KINGSWOOD AT MOUNT SNOW","Region 1","Vermont","Community water system","State","Ground water","Active","-","425","Lead and Copper Rule","57","OCCT/SOWT Study/Recommendation","TT","Y","Lead and Copper Rule","01-APR-2006","-","Returned to Compliance","03-FEB-2011","SOX","State Compliance achieved","-","-","2","14-AUG-2007"
"VT0005152","ELMORE WATER DISTRICT","Region 1","Vermont","Community water system","State","Ground water","Active","-","32","Lead and Copper Rule","57","OCCT/SOWT Study/Recommendation","TT","Y","Lead and Copper Rule","01-APR-2006","-","Returned to Compliance","03-FEB-2011","SOX","State Compliance achieved","-","-","2","14-AUG-2007"
"VT0020003","MOUNTAINDALE","Region 1","Vermont","Community water system","State","Ground water","Active","-","48","Lead and Copper Rule","57","OCCT/SOWT Study/Recommendation","TT","Y","Lead and Copper Rule","01-APR-2006","-","Returned to Compliance","03-FEB-2011","SOX","State Compliance achieved","-","-","2","14-AUG-2007"
"VT0005152","ELMORE WATER DISTRICT","Region 1","Vermont","Community water system","State","Ground water","Active","-","32","Lead and Copper Rule","56","Initial, Follow-up, or Routine Source Water M/R","MR","N","Lead and Copper Rule","01-APR-2006","-","Returned to Compliance","03-JAN-2017","SOX","State Compliance achieved","-","-","3","14-AUG-2007"
"VT0005181","THETFORD WATER COOP INC","Region 1","Vermont","Community water system","State","Ground water","Active","-","115","Lead and Copper Rule","57","OCCT/SOWT Study/Recommendation","TT","Y","Lead and Copper Rule","02-JAN-2006","-","Returned to Compliance","10-FEB-2012","SOX","State Compliance achieved","-","-","2","14-AUG-2007"
"VT0020703","MAD RIVER GREEN SHOPPING CENTER","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Inactive","01-JAN-2013","152","Lead and Copper Rule","65","Public Education","TT","Y","Lead and Copper Rule","01-JAN-2006","-","Returned to Compliance","03-FEB-2011","SOX","State Compliance achieved","-","-","2","17-MAY-2006"
"VT0020957","LITTLE EXPLORERS DAYCARE","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Inactive","09-AUG-2006","32","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2006","-","System Inactive","09-AUG-2006","SOX","State Compliance achieved","-","-","3","17-MAY-2006"
"VT0020948","STRATTON MOUNTAIN CLUB","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Inactive","21-AUG-2008","480","Lead and Copper Rule","53","Water Quality Parameter M/R","MR","N","Lead and Copper Rule","01-JAN-2006","30-JUN-2006","System Inactive","21-AUG-2008","SO0","State no longer subject to Rule","-","-","3","14-AUG-2007"
"VT0021027","HIGHLAND WATER SUPPLY ASSOCIATION INC","Region 1","Vermont","Community water system","State","Ground water purchased","Inactive","04-AUG-2008","80","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2006","-","System Inactive","04-AUG-2008","SOX","State Compliance achieved","-","-","3","17-MAY-2006"
"VT0005167","NOTCH BROOK SUBDIVISION","Region 1","Vermont","Community water system","State","Ground water purchased","Inactive","07-JAN-2008","96","Lead and Copper Rule","53","Water Quality Parameter M/R","MR","N","Lead and Copper Rule","01-JAN-2006","30-JUN-2006","System Inactive","07-JAN-2008","SO0","State no longer subject to Rule","-","-","3","14-AUG-2007"
"VT0005549","STYLES BROOK CONDOMINIUM","Region 1","Vermont","Community water system","State","Ground water","Inactive","03-JUN-2011","300","Lead and Copper Rule","65","Public Education","TT","Y","Lead and Copper Rule","01-JAN-2006","-","Returned to Compliance","12-JUN-2006","SOX","State Compliance achieved","-","-","2","17-MAY-2006"
"VT0020928","CATAMOUNT-MALONE","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","100","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2006","-","Returned to Compliance","28-JAN-2009","SOX","State Compliance achieved","-","-","3","17-MAY-2006"
"VT0020960","IMERYS TALC VERMONT","Region 1","Vermont","Non-Transient non-community system","State","Groundwater under influence of surface water","Active","-","30","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2006","-","Returned to Compliance","28-JAN-2009","SOX","State Compliance achieved","-","-","3","17-MAY-2006"
"VT0005603","WINTERGREEN AT KILLINGTON","Region 1","Vermont","Community water system","State","Ground water","Active","-","50","Lead and Copper Rule","65","Public Education","TT","Y","Lead and Copper Rule","01-JAN-2006","-","Returned to Compliance","03-MAR-2006","SOX","State Compliance achieved","-","-","2","17-MAY-2006"
"VT0005238","PICO VILLAGE WATER CORP","Region 1","Vermont","Community water system","State","Ground water","Active","-","89","Lead and Copper Rule","65","Public Education","TT","Y","Lead and Copper Rule","01-JAN-2006","-","Returned to Compliance","11-OCT-2010","SOX","State Compliance achieved","-","-","2","17-MAY-2006"
"VT0003359","EAST BURKE COMPLEX","Region 1","Vermont","Transient non-community system","State","Ground water","Active","-","173","Lead and Copper Rule","53","Water Quality Parameter M/R","MR","N","Lead and Copper Rule","01-JAN-2006","31-DEC-2006","Returned to Compliance","09-FEB-2011","SOX","State Compliance achieved","-","-","3","14-AUG-2007"
"VT0020958","LINDALE MHP","Region 1","Vermont","Community water system","State","Ground water purchased","Active","-","179","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","01-JAN-2006","-","Returned to Compliance","29-JAN-2009","SOX","State Compliance achieved","-","-","3","17-MAY-2006"
"VT0020891","STOWE PROFESSIONAL CENTER","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","25","Lead and Copper Rule","53","Water Quality Parameter M/R","MR","N","Lead and Copper Rule","01-JAN-2006","31-DEC-2006","Returned to Compliance","10-JAN-2011","SOX","State Compliance achieved","-","-","3","14-AUG-2007"
"VT0020860","KINDLE FARM SCHOOL","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","45","Lead and Copper Rule","65","Public Education","TT","Y","Lead and Copper Rule","01-JAN-2006","-","Returned to Compliance","09-FEB-2011","SOX","State Compliance achieved","-","-","2","17-MAY-2006"
"VT0005325","OKEMO TRAILSIDE CONDOMINIUM","Region 1","Vermont","Community water system","State","Ground water","Active","-","540","Lead and Copper Rule","53","Water Quality Parameter M/R","MR","N","Lead and Copper Rule","01-JAN-2006","31-DEC-2006","Returned to Compliance","03-FEB-2011","SOX","State Compliance achieved","-","-","3","14-AUG-2007"
"VT0005112","LUNENBURG FIRE DISTRICT 1","Region 1","Vermont","Community water system","State","Ground water","Active","-","250","Lead and Copper Rule","65","Public Education","TT","Y","Lead and Copper Rule","01-JAN-2006","-","Returned to Compliance","13-JUN-2013","SOX","State Compliance achieved","-","-","2","17-MAY-2006"
"VT0020908","ADDISON COUNTY HOME HEALTH AND HOSPICE","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","115","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2005","-","Returned to Compliance","31-DEC-2010","SOX","State Compliance achieved","-","-","3","17-MAY-2006"
"VT0005165","MOUNTAINSIDE RESORT","Region 1","Vermont","Community water system","State","Ground water","Active","-","240","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2005","-","Returned to Compliance","26-APR-2011","SOX","State Compliance achieved","-","-","3","17-MAY-2006"
"VT0020855","COLONIAL ESTATES HOMEOWNERS ASSN","Region 1","Vermont","Community water system","State","Ground water","Active","-","79","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2005","-","Returned to Compliance","26-APR-2011","SOX","State Compliance achieved","-","-","3","17-MAY-2006"
"VT0005269","MARSHFIELD WATER SYSTEM","Region 1","Vermont","Community water system","State","Ground water","Active","-","350","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-OCT-2005","-","Returned to Compliance","23-MAR-2010","SOX","State Compliance achieved","-","-","3","17-MAY-2006"
"VT0020361","KIDS IN THE COUNTRY","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","30","Lead and Copper Rule","58","OCCT/SOWT Treatment Installation/Demonstration","TT","Y","Lead and Copper Rule","01-OCT-2005","-","Returned to Compliance","02-JUN-2011","SOX","State Compliance achieved","-","-","2","14-AUG-2007"
"VT0002327","THREE CORNERS PLAZA","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","83","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","24-AUG-2005","-","Returned to Compliance","26-APR-2011","SOX","State Compliance achieved","-","-","3","16-NOV-2005"
"VT0020956","WASHINGTON COUNTY MENTAL HEALTH","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","130","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","24-AUG-2005","-","Returned to Compliance","23-SEP-2005","SOX","State Compliance achieved","-","-","3","16-NOV-2005"
"VT0020963","P AND D COMMERCIAL HOLDINGS","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Inactive","07-NOV-2005","41","Lead and Copper Rule","51","Initial Tap Sampling for Pb and Cu","MR","N","Lead and Copper Rule","24-AUG-2005","-","System Inactive","07-NOV-2005","SO0","State no longer subject to Rule","-","-","3","16-NOV-2005"
"VT0006720","WOLCOTT ELEMENTARY SCHOOL","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","168","Lead and Copper Rule","57","OCCT/SOWT Study/Recommendation","TT","Y","Lead and Copper Rule","01-JUL-2005","-","Returned to Compliance","09-FEB-2011","SOX","State Compliance achieved","-","-","2","08-NOV-2006"
"VT0006714","PROSPER VALLEY SCHOOL","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","105","Lead and Copper Rule","57","OCCT/SOWT Study/Recommendation","TT","Y","Lead and Copper Rule","16-MAY-2005","-","Returned to Compliance","19-MAY-2011","SOX","State Compliance achieved","-","-","2","14-AUG-2007"
"VT0005578","BEARS CROSSING WATER SYSTEM","Region 1","Vermont","Community water system","State","Ground water","Active","-","333","Lead and Copper Rule","53","Water Quality Parameter M/R","MR","N","Lead and Copper Rule","01-JAN-2005","31-DEC-2007","Returned to Compliance","03-FEB-2011","SOX","State Compliance achieved","-","-","3","14-AUG-2007"
"VT0006624","PUTNEY SCHOOL","Region 1","Vermont","Community water system","State","Ground water","Active","-","310","Lead and Copper Rule","53","Water Quality Parameter M/R","MR","N","Lead and Copper Rule","01-JAN-2005","31-DEC-2007","Returned to Compliance","09-FEB-2010","SOX","State Compliance achieved","-","-","3","14-AUG-2007"
"VT0020003","MOUNTAINDALE","Region 1","Vermont","Community water system","State","Ground water","Active","-","48","Lead and Copper Rule","53","Water Quality Parameter M/R","MR","N","Lead and Copper Rule","01-JAN-2005","31-DEC-2007","Returned to Compliance","03-FEB-2011","SOX","State Compliance achieved","-","-","3","14-AUG-2007"
"VT0005152","ELMORE WATER DISTRICT","Region 1","Vermont","Community water system","State","Ground water","Active","-","32","Lead and Copper Rule","53","Water Quality Parameter M/R","MR","N","Lead and Copper Rule","01-JAN-2005","31-DEC-2007","Returned to Compliance","26-APR-2011","SOX","State Compliance achieved","-","-","3","14-AUG-2007"
"VT0005070","HINESBURG WATER DEPT","Region 1","Vermont","Community water system","State","Ground water","Active","-","2,800","Lead and Copper Rule","53","Water Quality Parameter M/R","MR","N","Lead and Copper Rule","01-JAN-2005","31-DEC-2007","Returned to Compliance","02-JUL-2007","SOX","State Compliance achieved","-","-","3","14-AUG-2007"
"VT0020838","DEERFIELD VALLEY HEALTH CENTER","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Active","-","85","Lead and Copper Rule","53","Water Quality Parameter M/R","MR","N","Lead and Copper Rule","01-JAN-2005","31-DEC-2005","Returned to Compliance","03-FEB-2011","SOX","State Compliance achieved","-","-","3","14-AUG-2007"
"VT0005482","RUTLAND TOWN FIRE DISTRICT 10","Region 1","Vermont","Community water system","State","Ground water","Active","-","84","Lead and Copper Rule","53","Water Quality Parameter M/R","MR","N","Lead and Copper Rule","01-JAN-2005","31-DEC-2007","Returned to Compliance","17-MAY-2007","SOX","State Compliance achieved","-","-","3","14-AUG-2007"
"VT0005626","VALLEY PARK CONDOMINIUM","Region 1","Vermont","Community water system","State","Ground water","Active","-","42","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-AUG-2004","-","Returned to Compliance","26-APR-2011","SOX","State Compliance achieved","-","-","3","03-JUN-2005"
"VT0000691","SUNDANCE WATER SYSTEM","Region 1","Vermont","Non-Transient non-community system","State","Ground water","Inactive","10-JAN-2006","480","Lead and Copper Rule","52","Follow-up Or Routine LCR Tap M/R","MR","N","Lead and Copper Rule","01-JUL-2004","-","System Inactive","10-JAN-2006","SIE","State Public Notification requested","-","-","3","03-JUN-2005"
